countryname,iso3,year,region,protracted_crisis,variable,unit,value_precise,value_fixed
Botswana,BWA,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.305042,1.31
Botswana,BWA,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.552076,0.55
Botswana,BWA,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.097896,0.1
Botswana,BWA,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.751976,0.75
Botswana,BWA,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.075084,0.08
Botswana,BWA,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.356679,1.36
Central African Republic,CAF,2017,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,0.004621,0
Central African Republic,CAF,2018,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,0.086515,0.09
Central African Republic,CAF,2019,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,1.364554,1.36
Central African Republic,CAF,2020,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,1.757345,1.76
Central African Republic,CAF,2021,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,1.353921,1.35
Central African Republic,CAF,2022,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,4.429619,4.43
Chile,CHL,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,39.857252,39.86
Chile,CHL,2018,Latin America & Caribbean,,Total_Climate_USD,usd_millions,0,0
Chile,CHL,2019,Latin America & Caribbean,,Total_Climate_USD,usd_millions,0,0
Chile,CHL,2020,Latin America & Caribbean,,Total_Climate_USD,usd_millions,0,0
Chile,CHL,2021,Latin America & Caribbean,,Total_Climate_USD,usd_millions,0,0
Chile,CHL,2022,Latin America & Caribbean,,Total_Climate_USD,usd_millions,0,0
China (People's Republic of),CHN,2017,East Asia & Pacific,"",Total_Climate_USD,usd_millions,167.582102,167.58
China (People's Republic of),CHN,2018,East Asia & Pacific,"",Total_Climate_USD,usd_millions,71.684347,71.68
China (People's Republic of),CHN,2019,East Asia & Pacific,"",Total_Climate_USD,usd_millions,111.083003,111.08
China (People's Republic of),CHN,2020,East Asia & Pacific,"",Total_Climate_USD,usd_millions,136.67856,136.68
China (People's Republic of),CHN,2021,East Asia & Pacific,"",Total_Climate_USD,usd_millions,79.240558,79.24
China (People's Republic of),CHN,2022,East Asia & Pacific,"",Total_Climate_USD,usd_millions,160.639093,160.64
Côte d'Ivoire,CIV,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.063083,0.06
Côte d'Ivoire,CIV,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,2.808937,2.81
Côte d'Ivoire,CIV,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,158.358751,158.36
Côte d'Ivoire,CIV,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,126.897018,126.9
Côte d'Ivoire,CIV,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,101.729833,101.73
Côte d'Ivoire,CIV,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,93.714881,93.71
Cameroon,CMR,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,31.785524,31.79
Cameroon,CMR,2018,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,8.376045,8.38
Cameroon,CMR,2019,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,70.442333,70.44
Cameroon,CMR,2020,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,36.336188,36.34
Cameroon,CMR,2021,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,29.065554,29.07
Cameroon,CMR,2022,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,45.82042,45.82
Democratic Republic of the Congo,COD,2017,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,101.518658,101.52
Democratic Republic of the Congo,COD,2018,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,46.505281,46.51
Democratic Republic of the Congo,COD,2019,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,37.259551,37.26
Democratic Republic of the Congo,COD,2020,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,19.911904,19.91
Democratic Republic of the Congo,COD,2021,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,29.005134,29.01
Democratic Republic of the Congo,COD,2022,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,48.572452,48.57
Congo,COG,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,4.22946,4.23
Congo,COG,2018,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,0.382833,0.38
Congo,COG,2019,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,2.930428,2.93
Congo,COG,2020,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,2.170389,2.17
Congo,COG,2021,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,0.584215,0.58
Congo,COG,2022,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,3.252095,3.25
Cook Islands,COK,2017,East Asia & Pacific,"",Total_Climate_USD,usd_millions,2.629601,2.63
Cook Islands,COK,2018,East Asia & Pacific,"",Total_Climate_USD,usd_millions,1.886218,1.89
Cook Islands,COK,2019,East Asia & Pacific,"",Total_Climate_USD,usd_millions,0,0
Cook Islands,COK,2020,East Asia & Pacific,,Total_Climate_USD,usd_millions,0,0
Cook Islands,COK,2021,East Asia & Pacific,,Total_Climate_USD,usd_millions,0,0
Cook Islands,COK,2022,East Asia & Pacific,,Total_Climate_USD,usd_millions,0,0
Colombia,COL,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,80.156604,80.16
Colombia,COL,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,51.782484,51.78
Colombia,COL,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,66.745952,66.75
Colombia,COL,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,150.987957,150.99
Colombia,COL,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,207.000957,207
Colombia,COL,2022,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,593.967046,593.97
Comoros,COM,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,2.435413,2.44
Comoros,COM,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.722206,0.72
Comoros,COM,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.865635,1.87
Comoros,COM,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,2.338019,2.34
Comoros,COM,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,5.768227,5.77
Comoros,COM,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,17.911276,17.91
Cabo Verde,CPV,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,26.334505,26.33
Cabo Verde,CPV,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,12.336716,12.34
Cabo Verde,CPV,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,7.972664,7.97
Cabo Verde,CPV,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,6.591362,6.59
Cabo Verde,CPV,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,15.849426,15.85
Cabo Verde,CPV,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,6.516997,6.52
Costa Rica,CRI,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,31.678309,31.68
Costa Rica,CRI,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,33.072145,33.07
Costa Rica,CRI,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,10.767354,10.77
Costa Rica,CRI,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,7.748533,7.75
Costa Rica,CRI,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,4.961329,4.96
Costa Rica,CRI,2022,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,112.683931,112.68
Cuba,CUB,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,5.505827,5.51
Cuba,CUB,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,11.86644,11.87
Cuba,CUB,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,13.350426,13.35
Cuba,CUB,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,17.464133,17.46
Cuba,CUB,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,14.202458,14.2
Cuba,CUB,2022,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,7.91235,7.91
Djibouti,DJI,2017,Middle East & North Africa,yes,Total_Climate_USD,usd_millions,1.564323,1.56
Djibouti,DJI,2018,Middle East & North Africa,"",Total_Climate_USD,usd_millions,18.66546,18.67
Djibouti,DJI,2019,Middle East & North Africa,"",Total_Climate_USD,usd_millions,29.852059,29.85
Djibouti,DJI,2020,Middle East & North Africa,"",Total_Climate_USD,usd_millions,20.065709,20.07
Djibouti,DJI,2021,Middle East & North Africa,"",Total_Climate_USD,usd_millions,13.371981,13.37
Djibouti,DJI,2022,Middle East & North Africa,"",Total_Climate_USD,usd_millions,17.296266,17.3
Dominica,DMA,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,1.089872,1.09
Dominica,DMA,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0.245135,0.25
Dominica,DMA,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,2.164471,2.16
Dominica,DMA,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,4.220959,4.22
Dominica,DMA,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,1.462561,1.46
Dominica,DMA,2022,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,2.137683,2.14
Dominican Republic,DOM,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,26.596074,26.6
Dominican Republic,DOM,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,7.402055,7.4
Dominican Republic,DOM,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,36.245602,36.25
Dominican Republic,DOM,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,81.964939,81.96
Dominican Republic,DOM,2021,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,103.060922,103.06
Dominican Republic,DOM,2022,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,74.312671,74.31
Algeria,DZA,2017,Middle East & North Africa,"",Total_Climate_USD,usd_millions,2.367948,2.37
Algeria,DZA,2018,Middle East & North Africa,"",Total_Climate_USD,usd_millions,3.085541,3.09
Algeria,DZA,2019,Middle East & North Africa,"",Total_Climate_USD,usd_millions,2.50115,2.5
Algeria,DZA,2020,Middle East & North Africa,"",Total_Climate_USD,usd_millions,3.275242,3.28
Algeria,DZA,2021,Middle East & North Africa,"",Total_Climate_USD,usd_millions,3.693211,3.69
Algeria,DZA,2022,Middle East & North Africa,"",Total_Climate_USD,usd_millions,2.766872,2.77
Ecuador,ECU,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,27.888266,27.89
Ecuador,ECU,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,31.933772,31.93
Ecuador,ECU,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,151.391904,151.39
Ecuador,ECU,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,122.522205,122.52
Ecuador,ECU,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,26.10831,26.11
Ecuador,ECU,2022,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,64.688583,64.69
Egypt,EGY,2017,Middle East & North Africa,yes,Total_Climate_USD,usd_millions,278.466834,278.47
Egypt,EGY,2018,Middle East & North Africa,yes,Total_Climate_USD,usd_millions,90.845367,90.85
Egypt,EGY,2019,Middle East & North Africa,yes,Total_Climate_USD,usd_millions,135.259757,135.26
Egypt,EGY,2020,Middle East & North Africa,yes,Total_Climate_USD,usd_millions,162.300151,162.3
Egypt,EGY,2021,Middle East & North Africa,yes,Total_Climate_USD,usd_millions,265.766539,265.77
Egypt,EGY,2022,Middle East & North Africa,yes,Total_Climate_USD,usd_millions,472.077483,472.08
Eritrea,ERI,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,5.861616,5.86
Eritrea,ERI,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.472151,0.47
Eritrea,ERI,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.668343,1.67
Eritrea,ERI,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.886731,0.89
Eritrea,ERI,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.70022,0.7
Eritrea,ERI,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.8789,0.88
Ethiopia,ETH,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,112.692102,112.69
Ethiopia,ETH,2018,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,86.852746,86.85
Ethiopia,ETH,2019,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,205.158513,205.16
Ethiopia,ETH,2020,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,148.024918,148.02
Ethiopia,ETH,2021,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,113.386089,113.39
Ethiopia,ETH,2022,Sub-Saharan Africa,yes,Total_Climate_USD,usd_millions,123.030176,123.03
Fiji,FJI,2017,East Asia & Pacific,"",Total_Climate_USD,usd_millions,7.014842,7.01
Fiji,FJI,2018,East Asia & Pacific,"",Total_Climate_USD,usd_millions,9.505133,9.51
Fiji,FJI,2019,East Asia & Pacific,"",Total_Climate_USD,usd_millions,6.604957,6.6
Fiji,FJI,2020,East Asia & Pacific,"",Total_Climate_USD,usd_millions,15.768333,15.77
Fiji,FJI,2021,East Asia & Pacific,"",Total_Climate_USD,usd_millions,13.460871,13.46
Fiji,FJI,2022,East Asia & Pacific,"",Total_Climate_USD,usd_millions,6.336163,6.34
Micronesia,FSM,2017,East Asia & Pacific,"",Total_Climate_USD,usd_millions,1.497344,1.5
Micronesia,FSM,2018,East Asia & Pacific,"",Total_Climate_USD,usd_millions,0.919239,0.92
Micronesia,FSM,2019,East Asia & Pacific,"",Total_Climate_USD,usd_millions,0.92964,0.93
Micronesia,FSM,2020,East Asia & Pacific,"",Total_Climate_USD,usd_millions,3.921239,3.92
Micronesia,FSM,2021,East Asia & Pacific,"",Total_Climate_USD,usd_millions,3.36762,3.37
Micronesia,FSM,2022,East Asia & Pacific,"",Total_Climate_USD,usd_millions,1.333548,1.33
Gabon,GAB,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.324665,0.32
Gabon,GAB,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.897788,0.9
Gabon,GAB,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0,0
Gabon,GAB,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.061256,0.06
Gabon,GAB,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,19.914435,19.91
Gabon,GAB,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.181947,1.18
Georgia,GEO,2017,Europe & Central Asia,"",Total_Climate_USD,usd_millions,12.957194,12.96
Georgia,GEO,2018,Europe & Central Asia,"",Total_Climate_USD,usd_millions,21.561343,21.56
Georgia,GEO,2019,Europe & Central Asia,"",Total_Climate_USD,usd_millions,149.131445,149.13
Georgia,GEO,2020,Europe & Central Asia,"",Total_Climate_USD,usd_millions,240.763466,240.76
Georgia,GEO,2021,Europe & Central Asia,"",Total_Climate_USD,usd_millions,166.764041,166.76
Georgia,GEO,2022,Europe & Central Asia,"",Total_Climate_USD,usd_millions,96.399178,96.4
Ghana,GHA,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,32.763848,32.76
Ghana,GHA,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,49.175478,49.18
Ghana,GHA,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,61.489056,61.49
Ghana,GHA,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,33.318951,33.32
Ghana,GHA,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,33.075718,33.08
Ghana,GHA,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,29.83911,29.84
Guinea,GIN,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.1896,1.19
Guinea,GIN,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,8.685885,8.69
Guinea,GIN,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,16.514239,16.51
Guinea,GIN,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,2.911299,2.91
Guinea,GIN,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,21.108257,21.11
Guinea,GIN,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,26.341978,26.34
Gambia,GMB,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.222726,0.22
Gambia,GMB,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.263555,0.26
Gambia,GMB,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,2.119461,2.12
Gambia,GMB,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.406905,1.41
Gambia,GMB,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,3.696867,3.7
Gambia,GMB,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,10.080661,10.08
Guinea-Bissau,GNB,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,3.565804,3.57
Guinea-Bissau,GNB,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,6.850616,6.85
Guinea-Bissau,GNB,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.314198,1.31
Guinea-Bissau,GNB,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,2.220424,2.22
Guinea-Bissau,GNB,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,1.606142,1.61
Guinea-Bissau,GNB,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,2.468266,2.47
Equatorial Guinea,GNQ,2017,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0,0
Equatorial Guinea,GNQ,2018,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0,0
Equatorial Guinea,GNQ,2019,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0,0
Equatorial Guinea,GNQ,2020,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.002416,0
Equatorial Guinea,GNQ,2021,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.314032,0.31
Equatorial Guinea,GNQ,2022,Sub-Saharan Africa,"",Total_Climate_USD,usd_millions,0.337306,0.34
Grenada,GRD,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,1.24828,1.25
Grenada,GRD,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,4.028908,4.03
Grenada,GRD,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,1.091764,1.09
Grenada,GRD,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0.315186,0.32
Grenada,GRD,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0.026679,0.03
Grenada,GRD,2022,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,0,0
Guatemala,GTM,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,50.009822,50.01
Guatemala,GTM,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,40.515004,40.52
Guatemala,GTM,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,53.361237,53.36
Guatemala,GTM,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,22.838014,22.84
Guatemala,GTM,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,25.583545,25.58
Guatemala,GTM,2022,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,22.88669,22.89
Guyana,GUY,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,15.035385,15.04
Guyana,GUY,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,13.095273,13.1
Guyana,GUY,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,65.592725,65.59
Guyana,GUY,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,20.249821,20.25
Guyana,GUY,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,13.958356,13.96
Guyana,GUY,2022,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,4.692056,4.69
Honduras,HND,2017,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,26.535287,26.54
Honduras,HND,2018,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,31.036813,31.04
Honduras,HND,2019,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,57.13095,57.13
Honduras,HND,2020,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,13.807506,13.81
Honduras,HND,2021,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,19.834192,19.83
Honduras,HND,2022,Latin America & Caribbean,"",Total_Climate_USD,usd_millions,26.632052,26.63
Haiti,HTI,2017,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,42.660655,42.66
Haiti,HTI,2018,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,46.889113,46.89
Haiti,HTI,2019,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,53.256733,53.26
Haiti,HTI,2020,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,40.672929,40.67
Haiti,HTI,2021,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,54.783306,54.78
Haiti,HTI,2022,Latin America & Caribbean,yes,Total_Climate_USD,usd_millions,21.473344,21.47
Indonesia,IDN,2017,East Asia & Pacific,"",Total_Climate_USD,usd_millions,598.096193,598.1
Indonesia,IDN,2018,East Asia & Pacific,"",Total_Climate_USD,usd_millions,442.291835,442.29
Indonesia,IDN,2019,East Asia & Pacific,"",Total_Climate_USD,usd_millions,316.178963,316.18
Indonesia,IDN,2020,East Asia & Pacific,"",Total_Climate_USD,usd_millions,284.959364,284.96
Indonesia,IDN,2021,East Asia & Pacific,"",Total_Climate_USD,usd_millions,536.976308,536.98
Indonesia,IDN,2022,East Asia & Pacific,"",Total_Climate_USD,usd_millions,418.097872,418.1
India,IND,2017,South Asia,"",Total_Climate_USD,usd_millions,2116.085004,2116.09
